,Checking Account,Duration,Credit History,Purpose,Credit Amount,Saving Account,Employment Status,Installment Rate,Personal Status,Guarantors,Years in current address,Property,Age,Installment plans,Housing,Existing Credits,Job,Liable,Risk
856,No Account,10,paid back,retraining,894,unknown,4 to <7 years,4,female : divorced/separated/married,none,3,life insurance,40,none,own,1,skilled employee,1,good
857,No Account,15,default,furniture/equipment,3343,little,1 to <4 years,4,male   : single,none,2,no property,28,none,for free,1,skilled employee,1,good
858,little,15,paid back,car,3959,little,1 to <4 years,3,female : divorced/separated/married,none,2,life insurance,29,none,own,1,skilled employee,1,bad
859,No Account,9,paid back,car,3577,moderate,1 to <4 years,1,male   : single,guarantor,2,real estate,26,none,rent,1,skilled employee,2,good
860,No Account,24,default,car,5804,rich,1 to <4 years,4,male   : single,none,2,real estate,27,none,own,2,skilled employee,1,good
861,No Account,18,delay,business,2169,little,1 to <4 years,4,male   : married/widowed,none,2,car,28,none,own,1,skilled employee,1,bad
862,little,24,paid back,radio/television,2439,little,< 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee,1,bad
863,No Account,27,default,furniture/equipment,4526,rich,< 1 year,4,male   : single,none,2,real estate,32,stores,own,2,unskilled/resident,2,good
864,No Account,10,paid back,furniture/equipment,2210,little,1 to <4 years,2,male   : single,none,2,real estate,25,bank,rent,1,unskilled/resident,1,bad
865,No Account,15,paid back,furniture/equipment,2221,quite rich,1 to <4 years,2,female : divorced/separated/married,none,4,car,20,none,rent,1,skilled employee,1,good
866,little,18,paid back,radio/television,2389,little,< 1 year,4,female : divorced/separated/married,none,1,car,27,stores,own,1,skilled employee,1,good
867,No Account,12,default,furniture/equipment,3331,little,>= 7 years,2,male   : single,none,4,life insurance,42,stores,own,1,skilled employee,1,good
868,No Account,36,paid back,business,7409,unknown,>= 7 years,3,male   : single,none,2,life insurance,37,none,own,2,skilled employee,1,good
869,little,12,paid back,furniture/equipment,652,little,>= 7 years,4,female : divorced/separated/married,none,4,life insurance,24,none,rent,1,skilled employee,1,good
870,No Account,36,delay,furniture/equipment,7678,quite rich,4 to <7 years,2,female : divorced/separated/married,none,4,car,40,none,own,2,skilled employee,1,good
871,rich,6,default,car,1343,little,>= 7 years,1,male   : single,none,4,real estate,46,none,own,2,skilled employee,2,good
872,little,24,default,business,1382,moderate,4 to <7 years,4,male   : single,none,1,real estate,26,none,own,2,skilled employee,1,good
873,No Account,15,paid back,domestic appliances,874,unknown,< 1 year,4,female : divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee,1,good
874,little,12,paid back,furniture/equipment,3590,little,1 to <4 years,2,male   : single,co-applicant,2,life insurance,29,none,own,1,unskilled/resident,2,good
875,moderate,11,default,car,1322,rich,1 to <4 years,4,female : divorced/separated/married,none,4,car,40,none,own,2,skilled employee,1,good
876,little,18,paid back,radio/television,1940,little,< 1 year,3,male   : single,co-applicant,4,no property,36,bank,for free,1,management/highly qualified employee,1,good
877,No Account,36,paid back,radio/television,3595,little,>= 7 years,4,male   : single,none,2,car,28,none,own,1,skilled employee,1,good
878,little,9,paid back,car,1422,little,< 1 year,3,male   : single,none,2,no property,27,none,for free,1,management/highly qualified employee,1,bad
879,No Account,30,default,radio/television,6742,unknown,4 to <7 years,2,male   : single,none,3,life insurance,36,none,own,2,skilled employee,1,good
880,No Account,24,paid back,car,7814,little,4 to <7 years,3,male   : single,none,3,car,38,none,own,1,management/highly qualified employee,1,good
881,No Account,24,paid back,car,9277,unknown,1 to <4 years,2,male   : divorced/separated,none,4,no property,48,none,for free,1,skilled employee,1,good
882,moderate,30,default,car,2181,unknown,>= 7 years,4,male   : single,none,4,real estate,36,none,own,2,skilled employee,1,good
883,No Account,18,default,radio/television,1098,little,unemployed,4,female : divorced/separated/married,none,4,car,65,none,own,2,unemployed/non-resident,1,good
884,moderate,24,paid back,furniture/equipment,4057,little,4 to <7 years,3,male   : divorced/separated,none,3,car,43,none,own,1,skilled employee,1,bad
885,little,12,paid back,education,795,little,< 1 year,4,female : divorced/separated/married,none,4,life insurance,53,none,own,1,skilled employee,1,bad
886,moderate,24,default,business,2825,unknown,4 to <7 years,4,male   : single,none,3,no property,34,none,own,2,skilled employee,2,good
887,moderate,48,paid back,business,15672,little,1 to <4 years,2,male   : single,none,2,car,23,none,own,1,skilled employee,1,bad
888,No Account,36,default,car,6614,little,>= 7 years,4,male   : single,none,4,car,34,none,own,2,management/highly qualified employee,1,good
889,No Account,28,paid back,car,7824,unknown,< 1 year,3,male   : single,guarantor,4,real estate,40,bank,rent,2,skilled employee,2,good
890,little,27,default,business,2442,little,>= 7 years,4,male   : single,none,4,car,43,stores,own,4,management/highly qualified employee,2,good
891,No Account,15,default,radio/television,1829,little,>= 7 years,4,male   : single,none,4,car,46,none,own,2,skilled employee,1,good
892,little,12,default,car,2171,little,1 to <4 years,4,male   : single,none,4,life insurance,38,bank,own,2,unskilled/resident,1,good
893,moderate,36,default,car,5800,little,1 to <4 years,3,male   : single,none,4,car,34,none,own,2,skilled employee,1,good
894,No Account,18,default,radio/television,1169,unknown,1 to <4 years,4,male   : single,none,3,life insurance,29,none,own,2,skilled employee,1,good
895,No Account,36,delay,car,8947,unknown,4 to <7 years,3,male   : single,none,2,car,31,stores,own,1,management/highly qualified employee,2,good
896,little,21,paid back,radio/television,2606,little,< 1 year,4,female : divorced/separated/married,none,4,life insurance,28,none,rent,1,management/highly qualified employee,1,good
897,No Account,12,default,furniture/equipment,1592,rich,4 to <7 years,3,female : divorced/separated/married,none,2,life insurance,35,none,own,1,skilled employee,1,good
898,No Account,15,paid back,furniture/equipment,2186,unknown,4 to <7 years,1,female : divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled/resident,1,good
899,little,18,paid back,furniture/equipment,4153,little,1 to <4 years,2,male   : single,co-applicant,3,car,42,none,own,1,skilled employee,1,bad
900,little,16,default,car,2625,little,>= 7 years,2,male   : single,guarantor,4,life insurance,43,bank,rent,1,skilled employee,1,bad
901,No Account,20,default,car,3485,unknown,< 1 year,2,male   : divorced/separated,none,4,real estate,44,none,own,2,skilled employee,1,good
902,No Account,36,default,car,10477,unknown,>= 7 years,2,male   : single,none,4,no property,42,none,for free,2,skilled employee,1,good
903,No Account,15,paid back,radio/television,1386,unknown,1 to <4 years,4,male   : married/widowed,none,2,real estate,40,none,rent,1,skilled employee,1,good
904,No Account,24,paid back,radio/television,1278,little,>= 7 years,4,male   : single,none,1,real estate,36,none,own,1,management/highly qualified employee,1,good
905,little,12,paid back,radio/television,1107,little,1 to <4 years,2,male   : single,none,2,real estate,20,none,rent,1,management/highly qualified employee,2,good
906,little,21,paid back,car,3763,unknown,4 to <7 years,2,male   : single,co-applicant,2,real estate,24,none,own,1,unskilled/resident,1,good
907,moderate,36,paid back,education,3711,unknown,1 to <4 years,2,male   : married/widowed,none,2,car,27,none,own,1,skilled employee,1,good
908,No Account,15,delay,car,3594,little,< 1 year,1,female : divorced/separated/married,none,2,life insurance,46,none,own,2,unskilled/resident,1,good
909,moderate,9,paid back,car,3195,unknown,1 to <4 years,1,female : divorced/separated/married,none,2,real estate,33,none,own,1,unskilled/resident,1,good
910,No Account,36,delay,radio/television,4454,little,1 to <4 years,4,female : divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee,1,good
911,moderate,24,default,furniture/equipment,4736,little,< 1 year,2,female : divorced/separated/married,none,4,car,25,bank,own,1,unskilled/resident,1,bad
912,moderate,30,paid back,radio/television,2991,unknown,>= 7 years,2,female : divorced/separated/married,none,4,car,25,none,own,1,skilled employee,1,good
913,No Account,11,paid back,business,2142,rich,>= 7 years,1,male   : divorced/separated,none,2,real estate,28,none,own,1,skilled employee,1,good
914,little,24,paid back,business,3161,little,1 to <4 years,4,male   : single,none,2,life insurance,31,none,rent,1,skilled employee,1,bad
915,moderate,48,paid back,others,18424,little,1 to <4 years,1,female : divorced/separated/married,none,2,life insurance,32,bank,own,1,management/highly qualified employee,1,bad
916,No Account,10,paid back,car,2848,moderate,1 to <4 years,1,male   : single,co-applicant,2,real estate,32,none,own,1,skilled employee,2,good
917,little,6,paid back,car,14896,little,>= 7 years,1,male   : single,none,4,no property,68,bank,own,1,management/highly qualified employee,1,bad
918,little,24,paid back,furniture/equipment,2359,moderate,unemployed,1,male   : divorced/separated,none,1,life insurance,33,none,own,1,skilled employee,1,bad
919,little,24,paid back,furniture/equipment,3345,little,>= 7 years,4,male   : single,none,2,life insurance,39,none,rent,1,management/highly qualified employee,1,bad
920,No Account,18,default,furniture/equipment,1817,little,1 to <4 years,4,female : divorced/separated/married,none,2,no property,28,none,own,2,skilled employee,1,good
921,No Account,48,delay,radio/television,12749,quite rich,4 to <7 years,4,male   : single,none,1,car,37,none,own,1,management/highly qualified employee,1,good
922,little,9,paid back,radio/television,1366,little,< 1 year,3,female : divorced/separated/married,none,4,life insurance,22,none,rent,1,skilled employee,1,bad
923,moderate,12,paid back,car,2002,little,4 to <7 years,3,male   : single,none,4,life insurance,30,none,rent,1,skilled employee,2,good
924,little,24,paid back,furniture/equipment,6872,little,< 1 year,2,male   : divorced/separated,none,1,life insurance,55,bank,own,1,skilled employee,1,bad
925,little,12,paid back,car,697,little,< 1 year,4,male   : single,none,2,car,46,bank,own,2,skilled employee,1,bad
926,little,18,default,furniture/equipment,1049,little,< 1 year,4,female : divorced/separated/married,none,4,life insurance,21,none,rent,1,skilled employee,1,good
927,little,48,paid back,car,10297,little,4 to <7 years,4,male   : single,none,4,no property,39,stores,for free,3,skilled employee,2,bad
928,No Account,30,paid back,radio/television,1867,unknown,>= 7 years,4,male   : single,none,4,car,58,none,own,1,skilled employee,1,good
929,little,12,delay,car,1344,little,1 to <4 years,4,male   : single,none,2,real estate,43,none,own,2,unskilled/resident,2,good
930,little,24,paid back,furniture/equipment,1747,little,< 1 year,4,male   : single,co-applicant,1,life insurance,24,none,own,1,unskilled/resident,1,good
931,moderate,9,paid back,radio/television,1670,little,< 1 year,4,female : divorced/separated/married,none,2,car,22,none,own,1,skilled employee,1,bad
932,No Account,9,default,car,1224,little,1 to <4 years,3,male   : single,none,1,real estate,30,none,own,2,skilled employee,1,good
933,No Account,12,default,radio/television,522,quite rich,>= 7 years,4,male   : single,none,4,life insurance,42,none,own,2,skilled employee,2,good
934,little,12,paid back,radio/television,1498,little,1 to <4 years,4,female : divorced/separated/married,none,1,car,23,bank,own,1,skilled employee,1,good
935,moderate,30,delay,radio/television,1919,moderate,< 1 year,4,male   : single,none,3,no property,30,stores,own,2,management/highly qualified employee,1,bad
936,rich,9,paid back,radio/television,745,little,1 to <4 years,3,female : divorced/separated/married,none,2,real estate,28,none,own,1,unskilled/resident,1,bad
937,moderate,6,paid back,radio/television,2063,little,< 1 year,4,male   : married/widowed,none,3,car,30,none,rent,1,management/highly qualified employee,1,good
938,moderate,60,paid back,education,6288,little,1 to <4 years,4,male   : single,none,4,no property,42,none,for free,1,skilled employee,1,bad
939,No Account,24,default,car,6842,unknown,1 to <4 years,2,male   : single,none,4,life insurance,46,none,own,2,management/highly qualified employee,2,good
940,No Account,12,paid back,car,3527,unknown,< 1 year,2,male   : single,none,3,life insurance,45,none,own,1,management/highly qualified employee,2,good
941,No Account,10,paid back,car,1546,little,1 to <4 years,3,male   : single,none,2,real estate,31,none,own,1,unskilled/resident,2,good
942,No Account,24,paid back,furniture/equipment,929,unknown,4 to <7 years,4,male   : single,none,2,car,31,stores,own,1,skilled employee,1,good
943,No Account,4,default,car,1455,little,4 to <7 years,2,male   : single,none,1,real estate,42,none,own,3,unskilled/resident,2,good
944,little,15,paid back,furniture/equipment,1845,little,< 1 year,4,female : divorced/separated/married,guarantor,1,life insurance,46,none,rent,1,skilled employee,1,good
945,moderate,48,paid back,car,8358,quite rich,< 1 year,1,female : divorced/separated/married,none,1,car,30,none,own,2,skilled employee,1,good
946,little,24,paid back,furniture/equipment,3349,quite rich,< 1 year,4,male   : single,none,4,no property,30,none,for free,1,skilled employee,2,bad
947,No Account,12,paid back,car,2859,unknown,unemployed,4,male   : single,none,4,no property,38,none,own,1,management/highly qualified employee,1,good
948,No Account,18,paid back,furniture/equipment,1533,little,< 1 year,4,male   : married/widowed,co-applicant,1,life insurance,43,none,own,1,unskilled/resident,2,bad
949,No Account,24,paid back,radio/television,3621,moderate,>= 7 years,2,male   : single,none,4,car,31,none,own,2,skilled employee,1,bad
950,moderate,18,default,business,3590,little,unemployed,3,male   : married/widowed,none,3,car,40,none,own,3,unemployed/non-resident,2,good
951,little,36,delay,business,2145,little,4 to <7 years,2,male   : single,none,1,car,24,none,own,2,skilled employee,1,bad
952,moderate,24,paid back,car,4113,quite rich,< 1 year,3,female : divorced/separated/married,none,4,car,28,none,rent,1,skilled employee,1,bad
953,No Account,36,paid back,furniture/equipment,10974,little,unemployed,4,female : divorced/separated/married,none,2,car,26,none,own,2,management/highly qualified employee,1,bad
954,little,12,paid back,car,1893,little,1 to <4 years,4,female : divorced/separated/married,guarantor,4,life insurance,29,none,own,1,skilled employee,1,good
955,little,24,default,radio/television,1231,rich,>= 7 years,4,female : divorced/separated/married,none,4,life insurance,57,none,rent,2,management/highly qualified employee,1,good
956,rich,30,default,radio/television,3656,unknown,>= 7 years,4,male   : single,none,4,life insurance,49,stores,own,2,unskilled/resident,1,good
957,moderate,9,default,radio/television,1154,little,>= 7 years,2,male   : single,none,4,real estate,37,none,own,3,unskilled/resident,1,good
958,little,28,paid back,car,4006,little,1 to <4 years,3,male   : single,none,2,car,45,none,own,1,unskilled/resident,1,bad
959,moderate,24,paid back,furniture/equipment,3069,moderate,>= 7 years,4,male   : single,none,4,no property,30,none,for free,1,skilled employee,1,good
960,No Account,6,default,radio/television,1740,little,>= 7 years,2,male   : married/widowed,none,2,real estate,30,none,rent,2,skilled employee,1,good
961,moderate,21,delay,car,2353,little,1 to <4 years,1,male   : divorced/separated,none,4,life insurance,47,none,own,2,skilled employee,1,good
962,No Account,15,paid back,car,3556,unknown,1 to <4 years,3,male   : single,none,2,no property,29,none,own,1,skilled employee,1,good
963,No Account,24,paid back,radio/television,2397,quite rich,>= 7 years,3,male   : single,none,2,car,35,bank,own,2,skilled employee,1,bad
964,moderate,6,paid back,repairs,454,little,< 1 year,3,male   : married/widowed,none,1,life insurance,22,none,own,1,unskilled/resident,1,good
965,moderate,30,paid back,radio/television,1715,unknown,1 to <4 years,4,female : divorced/separated/married,none,1,car,26,none,own,1,skilled employee,1,good
966,moderate,27,default,radio/television,2520,quite rich,1 to <4 years,4,male   : single,none,2,life insurance,23,none,own,2,unskilled/resident,1,bad
967,No Account,15,paid back,radio/television,3568,little,>= 7 years,4,female : divorced/separated/married,none,2,car,54,bank,rent,1,management/highly qualified employee,1,good
968,No Account,42,paid back,radio/television,7166,unknown,4 to <7 years,2,male   : married/widowed,none,4,life insurance,29,none,rent,1,skilled employee,1,good
969,little,11,default,car,3939,little,1 to <4 years,1,male   : single,none,2,real estate,40,none,own,2,unskilled/resident,2,good
970,moderate,15,paid back,repairs,1514,moderate,1 to <4 years,4,male   : single,guarantor,2,real estate,22,none,own,1,skilled employee,1,good
971,No Account,24,paid back,car,7393,little,1 to <4 years,1,male   : single,none,4,life insurance,43,none,own,1,unskilled/resident,2,good
972,little,24,paid back,car,1193,little,unemployed,1,female : divorced/separated/married,co-applicant,4,no property,29,none,rent,2,unemployed/non-resident,1,bad
973,little,60,paid back,business,7297,little,>= 7 years,4,male   : single,co-applicant,4,no property,36,none,rent,1,skilled employee,1,bad
974,No Account,30,default,radio/television,2831,little,1 to <4 years,4,female : divorced/separated/married,none,2,car,33,none,own,1,skilled employee,1,good
975,rich,24,paid back,radio/television,1258,quite rich,1 to <4 years,3,female : divorced/separated/married,none,3,car,57,none,own,1,unskilled/resident,1,good
976,moderate,6,paid back,radio/television,753,little,1 to <4 years,2,female : divorced/separated/married,guarantor,3,real estate,64,none,own,1,skilled employee,1,good
977,moderate,18,delay,business,2427,unknown,>= 7 years,4,male   : single,none,2,life insurance,42,none,own,2,skilled employee,1,good
978,No Account,24,delay,car,2538,little,>= 7 years,4,male   : single,none,4,car,47,none,own,2,unskilled/resident,2,bad
979,No Account,6,default,furniture/equipment,1221,unknown,1 to <4 years,1,male   : married/widowed,none,2,life insurance,270,none,own,2,skilled employee,1,good
980,moderate,15,paid back,car,1264,moderate,1 to <4 years,2,male   : married/widowed,none,2,life insurance,25,none,rent,1,skilled employee,1,bad
981,moderate,30,default,furniture/equipment,8386,little,4 to <7 years,2,male   : single,none,2,life insurance,49,none,own,1,skilled employee,1,bad
982,No Account,48,paid back,business,4844,little,unemployed,3,male   : single,none,2,car,33,bank,rent,1,management/highly qualified employee,1,bad
983,rich,21,paid back,car,2923,moderate,1 to <4 years,1,female : divorced/separated/married,none,1,car,28,bank,own,1,management/highly qualified employee,1,good
984,little,36,paid back,car,8229,little,1 to <4 years,2,male   : single,none,2,life insurance,26,none,own,1,skilled employee,2,bad
985,No Account,24,default,furniture/equipment,2028,little,4 to <7 years,2,male   : single,none,2,life insurance,30,none,own,2,unskilled/resident,1,good
986,little,15,default,furniture/equipment,1433,little,1 to <4 years,4,female : divorced/separated/married,none,3,life insurance,25,none,rent,2,skilled employee,1,good
987,rich,42,paid back,business,6289,little,< 1 year,2,male   : divorced/separated,none,1,life insurance,33,none,own,2,skilled employee,1,good
988,rich,42,,business,6289,little,< 1 year,2,male   : divorced/separated,none,1,life insurance,33,none,own,2,skilled employee,1,good
989,No Account,13,paid back,radio/television,1409,moderate,unemployed,2,female : divorced/separated/married,none,4,real estate,64,none,own,1,skilled employee,1,good
990,little,24,paid back,car,6579,little,unemployed,4,male   : single,none,2,no property,29,none,for free,1,management/highly qualified employee,1,good
991,moderate,24,default,radio/television,1743,little,>= 7 years,4,male   : single,none,2,life insurance,48,none,own,2,unskilled/resident,1,good
992,No Account,12,default,education,3565,unknown,< 1 year,2,male   : single,none,1,life insurance,37,none,own,2,unskilled/resident,2,good
993,No Account,15,paid back,radio/television,1569,moderate,>= 7 years,4,male   : single,none,4,car,34,bank,own,1,unskilled/resident,2,good
994,little,18,paid back,radio/television,1936,unknown,4 to <7 years,2,male   : married/widowed,none,4,car,23,none,rent,2,unskilled/resident,1,good
995,little,36,paid back,furniture/equipment,3959,little,unemployed,4,male   : single,none,3,life insurance,30,none,own,1,management/highly qualified employee,1,good
996,No Account,12,paid back,car,2390,unknown,>= 7 years,4,male   : single,none,3,car,50,none,own,1,skilled employee,1,good
997,No Account,12,paid back,furniture/equipment,1736,little,4 to <7 years,3,female : divorced/separated/married,none,4,real estate,31,none,own,1,unskilled/resident,1,good
998,little,30,paid back,car,3857,little,1 to <4 years,4,male   : divorced/separated,none,4,life insurance,40,none,own,1,management/highly qualified employee,1,good
999,No Account,12,paid back,radio/television,804,little,>= 7 years,4,male   : single,none,4,car,38,none,own,1,skilled employee,1,good
1000,little,45,paid back,radio/television,1845,little,1 to <4 years,4,male   : single,none,4,no property,23,none,for free,1,skilled employee,1,bad
1001,moderate,45,default,car,4576,moderate,unemployed,3,male   : single,none,4,car,27,none,own,1,skilled employee,1,good
1002,little,45,paid back,radio/television,1845,little,1 to <4 years,4,male   : single,none,4,no property,23,none,for free,1,,1,bad
